путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\67883_original.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П44-ОД_38.03.01 Экономика.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\00176-Programa-Anual-de-Disposicion-Final-de-Bienes-Muebles-no-utiles-2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\kol_vo_m_ino_dop.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.7.7.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_128-%D0%A0%20%D0%97%D0%B0%D0%BA%D1%80%D1%8B%D1%82%D0%B8%D0%B5%20%D0%A8%D0%9C%D0%91%203.0.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\v-profsoyuz-rabotnika-yufu2024.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P1078.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\program.pdf,"обычные:5, биометрические:1, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\МН-3_6780 Для сайта.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_467.html,"обычные:12, государственные:1, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\121978_800.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\data_atom.gif,нет,0,нет ПДн,gif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14437272_original.jpg,биометрические:13,13,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1627.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Логистика\products.csv,биометрические:1,1,УЗ-2,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pr432_13.03.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_354.html,"обычные:11, государственные:3, специальные:1",15,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14434214_600.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pril_5.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\progr_ee_2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Главный бухгалтер- Балашова ТН.xls,обычные:5,5,УЗ-3,xls
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\politika-konfidencialnosti.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_95.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\%D0%9E_%D1%82%D0%B5%D0%BA%D1%83%D1%89%D0%B5%D0%B8%CC%86_%D1%86%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE%D0%B8%CC%86_%D1%81%D0%B8%D1%82%D1%83%D0%B0%D1%86%D0%B8%D0%B8_5_%D0%BC%D0%B0%D1%80%D1%82%D0%B0_2025_%D0%B3%D0%BE%D0%B4%D0%B0.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5_Fundamentals_of_sensorics_and_energy.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus%20sample_Urban%20development.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\7640594_original.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\26551_800.jpg,биометрические:12,12,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\FZ 273.rtf,"обычные:792, государственные:36",828,УЗ-2,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P38-OD_NIIMVS.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\IMG_9098.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ichki_tartib_qoidalar_2024.pdf,биометрические:1,1,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1374 07.03.03 Дизайн архитектурной среды.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95607219-14438121-image-a-4_1740578398179.jpg,биометрические:7,7,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\12_03_01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\83124a_7c666ad59fdd470f83e349daad57df65.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1316633_800.jpg,биометрические:6,6,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\bsc_msc_nursing_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14221001_600.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%20%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.3.1.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Harohalli_Hostel_Student_handbook.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14441016_original.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx79c00\50244030-4037.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_431.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.03.05_ОС_ПО (с двумя проф.)_compressed.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_119.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\a\zza90d00\522746807+-6808.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Public Notice_GULF.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Employes\anketa_dms.txt,"обычные:12, государственные:1, специальные:1",14,УЗ-1,txt
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\copy_of_shortlist-of-recommended-courses-2022-2023-21-09-2022.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\276740_original.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1845_Application2-Act.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Competitions_list-2017_01.09-info.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ris_zhiv.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD-%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BD%D0%B0-%D0%B2%D1%8B%D0%BF%D1%83%D1%81%D0%BA-%D0%BA%D0%B0%D1%80%D1%82%D1%8B.docx,"обычные:3, биометрические:1",4,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5fqhsxirzo8b3s7xsukssg8sbsz05b38.pdf,"обычные:7, биометрические:1, специальные:1",9,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\145115_540.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\perezachet.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 38.04.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_189.html,"обычные:12, государственные:1, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11170946_1000.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П231-ОД_Академический отпуск_04.07.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\DSCF0844.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\680930db347f51db9e67df50b4afd2a3.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П151 Обязательства.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\20240306_fin_result_2023.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\060401_M_3_31082020.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9A%D0%94-015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Изменения Устав 9 октября 2019.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\84746_760.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\24n.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\123716_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\288944_original.jpg,биометрические:12,12,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П216-ОД 54.05.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 40.04.01_Уголовное право.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Planes2015_anodual_rus.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\311402_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.01_ph_obr.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\фототека1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\557_800.png,биометрические:2,2,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14441833_original.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Документы партнеров\rules.pdf,"обычные:11, государственные:1, специальные:1",13,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\b\zzb96d00\tcal0414257.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Informatsionnoe-pismo_2024.pdf,"обычные:6, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\progr_bzhd_2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\2759107_600.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P89-OD.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14632369_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\8844_800.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1918_original.jpg,биометрические:8,8,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\090401_M_3_11102017.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.2.14.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\896095_600.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14440951_original.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_460.html,"обычные:20, государственные:1, биометрические:1, специальные:1",23,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Protokol N3 2022.pdf,"обычные:8, специальные:1",9,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\protokol_18.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy68d00\502865567_502865617.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-293-OD_Bachelor-Specialist.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P64_27.03.20.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Ростов_брендбук.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rp23-11-2006-N1616-p.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95610783-14438121-Pictured_The_Princess_of_Wales_greeting_well_wishers_during_a_vi-a-70_1740583786824.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F_%D0%9C%D0%A4%D0%A6.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95606431-14438121-This_is_a_delicious_traditional_sweet_using_flour_sugar_spices_b-a-17_1740576465261.jpg,биометрические:8,8,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_436.html,"обычные:12, государственные:1, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Raport_comisia_etica.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство ПОА 16.03.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\price-list.pdf,обычные:4,4,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-789.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95612095-14438121-image-a-87_1740585249275.jpg,биометрические:11,11,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Employes\soglasie_na_obrabotku_pd.txt,"обычные:9, специальные:1",10,УЗ-1,txt
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\13435_900.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\StS6_rezerv.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П63-ОД.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_106.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D0%A3%D0%91%D0%9B%D0%98%D0%A7%D0%9D%D0%AB%D0%99%20%D0%9E%D0%A2%D0%A7%D0%81%D0%A2%20%D0%A2%D0%9A%20%D0%AE%D0%A4%D0%A3%202020_0.pdf,"обычные:7, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4978_900.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\u_konsor.doc,обычные:1,1,УЗ-4,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\18n.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Документы партнеров\politika_konfidencialnosti.pdf,"обычные:6, государственные:1",7,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus_Nedin.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\278270_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\17437679069420.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2_6_6_Nanotechnology_and_nanomaterials.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc85d00\503782317.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95608045-14438121-image-a-38_1740580100949.jpg,биометрические:11,11,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\12.03.01_Приборостроение_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\1_Fundamentals_of_agricultural_and_environmental_biotechnology.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1061_1000.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_316.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_439.html,"обычные:12, государственные:2, специальные:1",15,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44.04.01_inkl.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\352812_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_158.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\inf_teh.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BRADBOOK%202013-V13.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 519 28.01.2015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.8.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\766.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14434750_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\120431_original.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc50c00\ti17180287.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ipa2014%20(1).docx,обычные:5,5,УЗ-3,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_r_2012-2014.docx,"обычные:5, специальные:1",6,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\StateTask_competition_updating-info.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\RSOCH_2025.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_297.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\277536_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_23.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\DSUStakeholdersFeedbackATR.pdf,обычные:149,149,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\IVD_2__1_Gorgorova.pdf_0704d8bae0.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\01358-10-04-IFBM-2025-Acta-de-inicio-F.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\SoE_Brochure_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_33.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\JMS_YM_Call_for_papers.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc05c00\2064296407_6455.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F178-%D0%9E%D0%94%2044.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\a\zza94a00\2063196920.tif,биометрические:2,2,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\370992_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\obedin%20ped.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_140.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P2243.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1845_Application1-Report.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_161.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_139.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy57c00\2073415682.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F182-%D0%9E%D0%94%2044.04.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ID_2025.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4153762_600.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.5.4.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_470.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_20.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Horario_Aula_Hispanica_febrero-abril_2020.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P67_24.03.2023.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\14-910.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9E%D1%82%D1%87%D0%B5%D1%82%20%D0%BE%20%D0%BA%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B5.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Логистика\customers.csv,"обычные:5, специальные:1",6,УЗ-1,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P280_01.11.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1462_800.png,биометрические:4,4,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\21360_2000.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_424.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14435521_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\poryadok asp 1259.docx,"обычные:4, специальные:1",5,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy70c00\1001402342.tif,нет,0,нет ПДн,tif
